author,link,category,date of publication,number of tokens,number of words without punctuation,number of types,number of links inside the news,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,emotiveness,diversity,indice
"Ricardo Brandt, enviado especial a Curitiba, Fausto Macedo e Julia Affonso ",http://politica.estadao.com.br/blogs/fausto-macedo/defesa-de-lula-busca-nulidade-e-politizacao-em-processo-da-lava-jato/,politica,27 de novembro de 2016 ,2215,1948,786,0,23,246,7,603,105,72,21,2,0,91,3.65753,9683,26.6849,4.97074,0.00154004,0.208481,0.403491,2191
"Por Renan Ramalho, G1, Brasília ",https://g1.globo.com/politica/noticia/stf-tira-de-moro-denuncias-contra-geddel-cunha-e-rocha-loures.ghtml,politica,19/12/2017 13h11 ,832,734,360,None,14,98,7,219,24,32,15,0,0,26,3.37931,3609,25.3103,4.91689,0.0,0.176656,0.490463,2192
"Por Darlan Alvarenga, G1 ",https://g1.globo.com/economia/negocios/noticia/saiba-quem-e-ze-mineiro-fundador-da-jbs-e-novo-presidente-da-empresa.ghtml,politica,18/09/2017 16h17 ,893,792,370,0,26,92,2,260,40,22,9,2,0,36,2.97059,3662,23.2941,4.62374,0.0,0.176136,0.467172,2193
Breno Pires e Rafael Moraes Moura ,http://politica.estadao.com.br/blogs/fausto-macedo/pf-nao-ve-provas-contra-dilma-de-obstrucao-a-lava-jato/,politica,22 de agosto de 2017 ,693,629,283,0,23,66,1,207,14,15,7,0,0,24,3.2,3086,31.45,4.9062,0.0,0.106227,0.449921,2194
"Por Luciana Amaral, G1, Brasília* ",https://g1.globo.com/politica/noticia/mulher-ainda-e-tratada-como-figura-de-segundo-grau-no-brasil-diz-temer.ghtml,politica,08/03/2017 16h29 ,1207,1000,431,0,5,157,3,268,55,69,17,3,1,65,4.3125,4881,20.8333,4.881,0.0,0.291765,0.431,2195
"Por Braitner Moreira, G1 DF ",https://g1.globo.com/df/distrito-federal/noticia/mapeamento-de-eleitores-e-o-novo-tempo-de-tv-diz-promotor-que-investiga-cambridge-analytica-no-brasil.ghtml,politica,25/03/2018 11h02 ,2635,2274,845,0,26,397,17,601,152,155,62,7,11,201,2.57857,10762,16.2429,4.73263,0.00747581,0.307615,0.371592,2196
José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/sera-que-nao-tem-jeito/,politica,20 de novembro de 2017 ,2079,1856,808,0,24,245,11,548,87,68,42,0,1,80,2.97333,8887,24.7467,4.78825,0.00431034,0.19546,0.435345,2197
"Por Renan Ramalho, G1, Brasília ",https://g1.globo.com/politica/noticia/gilmar-mendes-interrompe-julgamento-sobre-reus-na-linha-sucessoria.ghtml,politica,01/02/2017 15h50 ,431,379,185,0,5,55,5,120,14,14,6,0,0,13,3.05882,1830,22.2941,4.8285,0.0,0.16,0.488127,2198
Henrique de Carvalho ,http://sao-paulo.estadao.com.br/blogs/henrique-de-carvalho/o-exercito-nunca-resolvera-o-problema/,tv_celebridades,28 de fevereiro de 2018 ,2470,2147,910,None,1,415,35,568,118,169,53,0,4,195,3.75581,11024,24.9651,5.13461,0.0027946,0.291963,0.423847,2199
"Por Bernardo Caram e Guilherme Mazui, G1, Brasília ",https://g1.globo.com/politica/noticia/veja-ponto-a-ponto-o-que-diz-a-defesa-de-michel-temer-entregue-a-ccj.ghtml,politica,04/10/2017 18h14 ,2389,2041,771,None,25,324,19,614,100,88,19,0,0,91,4.2439,10341,24.8902,5.06663,0.00195982,0.200426,0.377756,2200
Por BBC ,https://g1.globo.com/bemestar/noticia/a-italiana-sem-bracos-e-pernas-que-luta-esgrima-esquia-e-fala-na-tv-sobre-como-a-vida-e-um-baratoo.ghtml,tv_celebridades,19/12/2017 11h46 ,1193,1030,532,None,8,189,3,264,58,52,18,5,0,78,3.54348,4861,22.3913,4.71942,0.00485437,0.242826,0.516505,2201
"Thaís Barcellos, O Estado de S.Paulo ","http://economia.estadao.com.br/noticias/governanca,proposta-que-preve-melhor-gestao-nos-fundos-de-pensao-esta-parada-no-congresso,10000074283",politica,05 de setembro de 2016 ,1036,867,453,0,11,102,5,276,56,37,15,0,0,33,4.56757,4503,23.4324,5.19377,0.0011534,0.246032,0.522491,2202
"Por Bernardo Caram, G1, Brasília ",https://g1.globo.com/politica/operacao-lava-jato/noticia/aliado-de-cunha-fala-em-injustica-rivais-temem-reacao-contra-a-lava-jato.ghtml,politica,30/03/2017 14h18 ,661,564,278,None,6,87,4,176,22,22,16,0,0,37,3.03125,2730,17.625,4.84043,0.00177305,0.1673,0.492908,2203
Por G1 RS ,https://g1.globo.com/rs/rio-grande-do-sul/noticia/tribunal-federal-nega-dois-habeas-corpus-da-defesa-de-lula-em-processo-do-triplex-em-guaruja.ghtml,sociedade_cotidiano,05/07/2017 15h01 ,545,498,260,None,7,74,4,156,18,12,8,0,0,23,1.88,2467,19.92,4.95382,0.0,0.130435,0.522088,2204
"Por Renan Ramalho, G1, Brasília ",https://g1.globo.com/politica/noticia/saiba-como-sera-cada-etapa-do-julgamento-da-chapa-dilma-temer-no-tse.ghtml,politica,06/06/2017 05h00 ,1248,1093,490,0,19,157,12,336,49,45,25,0,0,53,3.60465,5486,25.4186,5.01921,0.000914913,0.190669,0.448307,2205
"Jamil Chade, correspondente / Genebra, O Estado de S.Paulo ","http://internacional.estadao.com.br/noticias/geral,lider-da-oposicao-venezuelana-pede-ingerencia-humanitaria-internacional,70002195050",sociedade_cotidiano,19 de fevereiro de 2018 ,1410,1239,550,None,6,239,14,310,68,68,29,4,0,110,1.8587,6140,13.4674,4.95561,0.00242131,0.247723,0.443906,2206
O Estado de S.Paulo ,"http://politica.estadao.com.br/noticias/geral,joesley-diz-que-temer-e-chefe-de-organizacao-criminosa,70001845049",tv_celebridades,16 de junho de 2017 ,1038,854,388,0,13,176,5,215,26,73,18,14,0,98,2.70588,3909,12.5588,4.57728,0.00117096,0.253197,0.454333,2207
"Pedro Venceslau, ENVIADO ESPECIAL, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,sou-liberal-centro-e-a-posicao-mais-equilibrada-diz-doria,70002046549",tv_celebridades,16 de outubro de 2017 ,1202,1041,481,None,14,196,7,279,41,69,27,5,0,94,2.0125,4881,13.0125,4.68876,0.0,0.231579,0.462056,2208
"Francisco Carlos de Assis, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,dilma-ve-golpe-militar-na-turquia-e-parlamentar-no-brasil,10000063671",tv_celebridades,18 de julho de 2016 ,647,558,285,0,2,89,3,150,31,32,9,2,5,39,3.06897,2725,19.2414,4.88351,0.0,0.263598,0.510753,2209
"Daniel Weterman, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,alckmin-adversario-pode-ser-lula-ou-outro-quem-decide-e-a-justica-e-o-pt,70002239776",politica,23 de março de 2018 ,454,391,212,None,3,76,3,105,18,18,11,2,0,22,3.31579,1795,20.5789,4.59079,0.0,0.198895,0.542199,2210
"Por Camila Bomfim, TV Globo, Brasília ",https://g1.globo.com/politica/noticia/justica-decreta-prisao-preventiva-de-ex-presidente-do-bny-mellon.ghtml,politica,01/02/2018 12h03 ,561,509,260,0,12,65,2,173,23,14,8,0,0,13,1.7931,2757,17.5517,5.4165,0.0,0.155462,0.510805,2211
José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/cultura-nao-e-um-pe-sujo-da-lapa/,tv_celebridades,23 de maio de 2016 ,1360,1218,647,0,1,184,8,337,103,50,16,0,0,83,3.73684,6181,32.0526,5.07471,0.000821018,0.293666,0.531199,2212
"Por Flávia Cristini, G1 MG, Belo Horizonte ",https://g1.globo.com/minas-gerais/noticia/superlotacao-em-presidios-de-minas-gerais-desafia-poder-publico.ghtml,tv_celebridades,08/02/2017 15h38 ,2439,2098,790,None,8,361,12,540,148,95,48,2,7,122,2.64341,10589,16.2636,5.04719,0.00190658,0.2697,0.376549,2213
"Beatriz Bulla, Rafael Moraes Moura, Fábio Serapião e Julia Affonso ",http://politica.estadao.com.br/blogs/fausto-macedo/conheca-os-primeiros-nomes-da-equipe-de-raquel-dodge/,politica,22 de agosto de 2017 ,2445,2164,768,0,59,162,0,691,140,42,16,0,0,37,2.7549,11680,21.2157,5.39741,0.00277264,0.213365,0.354898,2214
"Julia Affonso, Ricardo Brandt, Luiz Vassallo e Fausto Macedo ",http://politica.estadao.com.br/blogs/fausto-macedo/preso-na-manus-henrique-alves-e-acusado-de-receber-r-3-mi-de-propinas-da-jbs/,sociedade_cotidiano,06 de junho de 2017 ,1354,1130,498,None,26,165,9,344,23,30,29,9,1,58,4.57143,5194,23.0612,4.59646,0.00530973,0.104126,0.440708,2215
Coluna do Estadão ,http://politica.estadao.com.br/blogs/coluna-do-estadao/petista-diz-que-hoje-pensaria-dez-vezes-antes-de-cassar-collor/,politica,18 de março de 2018 ,694,590,349,None,15,92,5,193,26,18,14,0,0,24,2.26087,2827,12.8261,4.79153,0.00677966,0.154386,0.591525,2216
Por G1 GO ,https://g1.globo.com/goias/noticia/estudante-agredido-durante-manifestacao-em-goiania-esta-com-pneumonia-diz-hospital.ghtml,sociedade_cotidiano,04/05/2017 09h38 ,1000,854,446,None,15,147,3,240,42,43,29,0,1,42,3.10638,4265,18.1702,4.99415,0.00117096,0.219638,0.522248,2217
Por G1 ,https://g1.globo.com/resumo-do-dia/noticia/quinta-feira-30-de-marco-de-2017.ghtml,politica,30/03/2017 18h41 ,807,723,418,0,12,105,1,232,33,15,19,0,0,19,2.1,3456,18.075,4.78008,0.00276625,0.142433,0.578147,2218
"Luciana Amaral, André Carmona e Mateus Coutinho, O Estado de S. Paulo ","http://politica.estadao.com.br/noticias/geral,confronto-de-renan-com-petistas-e-dispensa-de-testemunhas-marcam-2-dia-do-julgamento-do-impeachment,10000072336",politica,26 de agosto de 2016 ,1094,947,481,0,6,144,3,267,40,37,25,0,0,55,2.40984,4730,15.5246,4.99472,0.00422386,0.187348,0.50792,2219
"Por Ederson Hising, G1 PR, Maringá ",https://g1.globo.com/pr/parana/noticia/expectativa-de-vida-do-paranaense-ao-nascer-foi-de-771-anos-em-2016-diz-ibge.ghtml,sociedade_cotidiano,01/12/2017 19h25 ,681,595,268,0,2,82,1,159,21,27,4,1,0,31,2.60606,2449,18.0303,4.11597,0.0,0.19917,0.45042,2220
José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/ta-tudo-dominado-2/,politica,09 de novembro de 2017 ,2205,1967,881,0,24,300,10,573,112,91,39,5,3,131,3.5,9657,28.9265,4.90951,0.00508388,0.232532,0.44789,2221
Por BBC ,https://g1.globo.com/natureza/noticia/reacao-ao-fim-da-renca-foi-histeria-infantilidade-e-desinformacao-dizem-geologos.ghtml,tv_celebridades,04/09/2017 14h42 ,1764,1526,696,0,16,207,12,470,98,53,22,1,0,71,3.83871,7701,24.6129,5.04653,0.000655308,0.223043,0.456094,2222
"Por Gabriel Barreira, G1 Rio ",https://g1.globo.com/rio-de-janeiro/noticia/temer-e-vaiado-durante-discurso-no-rio.ghtml,politica,09/08/2017 11h30 ,422,354,198,None,2,54,1,104,10,14,8,0,0,16,2.61538,1695,13.6154,4.78814,0.0,0.151899,0.559322,2223
"Por Carlos Dias, G1 Sorocaba e Jundiaí ",https://g1.globo.com/sao-paulo/sorocaba-jundiai/noticia/chimpanze-libertada-por-habeas-corpus-troca-beijos-com-novo-companheiro-em-sorocaba.ghtml,sociedade_cotidiano,29/08/2017 07h05 ,602,525,279,None,5,75,2,150,27,18,8,1,1,21,2.56667,2522,17.5,4.80381,0.0,0.2,0.531429,2224
"Ligia Formenti, Vera Rosa e Isadora Peron, O Estado de S. Paulo ","http://politica.estadao.com.br/noticias/geral,dilma-demite-chioro-por-telefone-,1771305",politica,29 de setembro de 2015 ,1064,911,420,0,19,144,5,306,19,34,25,0,0,34,3.4,4381,20.2444,4.809,0.0,0.117778,0.461032,2225
Por Bom Dia Rio ,https://g1.globo.com/rio-de-janeiro/noticia/supremo-tribunal-federal-manda-soltar-mais-tres-reus-da-lava-jato.ghtml,politica,23/08/2017 07h25 ,560,496,252,0,9,62,0,164,12,11,15,0,0,18,2.56,2356,19.84,4.75,0.0,0.10177,0.508065,2226
"Vera Rosa, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,marta-suplicy-e-cotada-para-ministerio-de-temer,70002235235",politica,20 de março de 2018 ,1196,1021,459,None,31,167,8,330,32,45,20,0,0,44,3.57143,4803,20.8367,4.70421,0.0,0.15493,0.449559,2227
"Por Erick Gimenes, G1 PR, Curitiba ",https://g1.globo.com/pr/parana/noticia/moro-ordena-leilao-publico-de-triplex-atribuido-a-lula.ghtml,politica,29/01/2018 20h54 ,608,539,246,None,12,81,2,155,26,18,15,0,0,15,3.28571,2606,25.6667,4.83488,0.0,0.186441,0.456401,2228
"André Borges, ENVIADO A GOIÂNIA (GO) ","http://brasil.estadao.com.br/noticias/geral,jovem-que-matou-dois-em-escola-de-goiania-esta-isolado-por-ameacas-de-morte-diz-advogada,70002090555",tv_celebridades,20 de novembro de 2017 ,1383,1197,550,None,4,193,3,332,45,71,25,0,2,74,2.90625,5519,18.7031,4.61069,0.0,0.220952,0.459482,2229
Ricardo Brandt e Julia Affonso ,http://politica.estadao.com.br/blogs/fausto-macedo/mpf-diz-que-pesa-sobre-dilma-suspeita-de-parcialidade-para-defender-bendine-mas-moro-nega/,tv_celebridades,28 de outubro de 2017 ,658,569,306,None,5,99,5,169,26,26,16,1,0,34,3.2963,2907,21.0741,5.10896,0.00175747,0.19403,0.537786,2230
"The Economist, O Estado de S. Paulo ","http://internacional.estadao.com.br/noticias/geral,a-venezuela-se-debate-com-seus-grilhoes,10000085289",politica,30 de outubro de 2016 ,1142,993,541,None,18,156,12,286,63,44,18,0,0,51,2.48333,5129,16.55,5.16516,0.0020141,0.242081,0.544814,2231
"Vera Rosa, Igor Gadelha e Daiene Cardoso, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,candidatura-temer-enfrenta-resistencia-no-proprio-mdb,70002199090",politica,22 de fevereiro de 2018 ,751,625,326,None,15,104,3,197,28,31,8,3,2,37,3.70588,3045,18.3824,4.872,0.0,0.196013,0.5216,2232
Renato Vieira ,http://cultura.estadao.com.br/blogs/divirta-se/bares1811/,sociedade_cotidiano,17 de novembro de 2016 ,1743,1257,613,0,1,86,1,503,62,22,6,0,0,43,2.34783,5100,6.07246,4.05728,0.0357995,0.142615,0.487669,2233
"Vera Rosa, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,renan-acusa-temer-de-negociar-com-janot-para-salvar-amigos,70002020841",politica,29 de setembro de 2017 ,806,678,323,None,4,116,3,211,16,41,13,2,0,40,3.65714,3375,19.3714,4.97788,0.00147493,0.174312,0.476401,2234
Por BBC ,https://g1.globo.com/carros/noticia/quem-e-elon-musk-o-multimilionario-fundador-da-tesla-que-enviou-seu-carro-ao-espaco.ghtml,tv_celebridades,14/02/2018 08h53 ,1576,1348,682,None,8,183,4,365,93,65,13,2,0,111,3.04,6375,17.9733,4.72923,0.00222552,0.288321,0.505935,2235
"Por Gabriel Luiz, G1 DF ",https://g1.globo.com/df/distrito-federal/noticia/joaquim-barbosa-tera-de-indenizar-jornalista-em-r-20-mil-reafirma-justica-do-df.ghtml,tv_celebridades,22/02/2018 09h40 ,466,397,229,0,9,81,4,109,8,19,19,4,0,17,1.91667,1900,11.0278,4.78589,0.0,0.142105,0.576826,2236
Fátima Lacerda ,http://internacional.estadao.com.br/blogs/fatima-lacerda/cinema-retiro-e-carnaval-entre-rio-e-berlim/,politica,10 de fevereiro de 2018 ,1699,1484,738,None,3,201,3,412,91,111,26,8,0,112,3.11594,7111,21.5072,4.79178,0.00269542,0.329527,0.497305,2237
"Por Gustavo Garcia, G1, Brasília ",https://g1.globo.com/politica/noticia/temer-manifesta-gratidao-durante-reuniao-com-lideres-da-base-aliada-no-planalto.ghtml,sociedade_cotidiano,06/11/2017 18h42 ,1300,1064,446,None,3,229,14,278,44,53,31,6,2,71,3.80645,5382,17.1613,5.05827,0.0,0.191321,0.419173,2238
Fátima Lacerda ,http://internacional.estadao.com.br/blogs/fatima-lacerda/luis-urbano-um-agitador-pelo-cinema-portugues-autoral/,politica,08 de abril de 2017 ,2365,2079,986,0,24,238,11,631,155,102,19,1,2,106,4.08571,10470,29.7,5.03608,0.00769601,0.295742,0.474266,2239
O Estado de S.Paulo ,"http://economia.estadao.com.br/noticias/geral,forum-estadao-discute-caminhos-para-o-crescimento,70002246820",politica,29 de março de 2018 ,491,441,271,0,33,33,0,135,17,7,3,0,0,7,2.94118,2108,25.9412,4.78005,0.0,0.142857,0.614512,2240
Por France Presse ,https://g1.globo.com/pop-arte/cinema/noticia/o-processo-documentario-sobre-o-impeachment-de-dilma-rousseff-e-exibido-no-festival-de-berlim.ghtml,politica,21/02/2018 16h40 ,584,504,292,0,1,77,1,142,26,22,7,3,0,37,3.47826,2581,21.913,5.12103,0.00198413,0.219178,0.579365,2241
Por G1 Ribeirão e Franca ,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/manifestacoes-prejudicam-o-transito-e-o-transporte-publico-em-ribeirao-preto-e-franca.ghtml,sociedade_cotidiano,28/04/2017 11h29 ,2088,1801,821,0,17,260,6,489,79,69,46,2,1,56,3.22472,9279,20.236,5.15214,0.000555247,0.197597,0.455858,2242
"Por G1 e TV Globo, Brasília ",https://g1.globo.com/politica/operacao-lava-jato/noticia/lula-queria-ser-o-candidato-em-2014-mas-dilma-nao-aceitou-diz-monica-moura.ghtml,politica,12/05/2017 15h54 ,526,440,212,0,9,61,0,116,28,25,3,3,0,31,3.07143,2101,15.7143,4.775,0.0,0.299435,0.481818,2243
"Por Darlan Alvarenga, G1 ",https://g1.globo.com/economia/noticia/linha-pro-cotista-para-credito-imobiliario-tera-orcamento-35-menor-em-2018.ghtml,politica,25/10/2017 17h44 ,742,664,281,0,12,75,5,191,34,25,11,0,0,22,2.68966,2955,22.8966,4.4503,0.0,0.221805,0.423193,2244
"Clarissa Thomé e Luciana Nunes Leal, de O Estado de S. Paulo ","http://politica.estadao.com.br/noticias/geral,pivo-do-mensalao-jefferson-nao-assistiu-a-transmissao-do-julgamento,910048",politica,02 de agosto de 2012 ,768,681,337,0,2,104,3,199,34,30,10,0,0,37,2.175,3286,17.025,4.82526,0.0,0.211221,0.494861,2245
Por G1 Ribeirão e Franca ,https://g1.globo.com/sp/ribeirao-preto-franca/pode-perguntar/noticia/saiba-quando-vale-a-pena-ter-uma-previdencia-privada.ghtml,politica,28/03/2018 07h00 ,692,619,285,None,9,133,7,117,41,51,34,0,0,56,1.62222,2930,13.7556,4.73344,0.0,0.368,0.46042,2246
Paulo Silvestre ,http://brasil.estadao.com.br/blogs/macaco-eletrico/a-ignorancia-e-o-unico-caminho-para-sermos-felizes-nas-redes-sociais/,tv_celebridades,10 de março de 2018 ,1427,1233,614,None,1,222,18,262,92,108,28,10,11,166,3.40351,6123,21.6316,4.96594,0.00486618,0.413223,0.497972,2247
"Por G1, Brasília ",https://g1.globo.com/politica/noticia/saiba-como-politicos-reagiram-a-indicacao-de-alexandre-de-moraes-para-o-stf.ghtml,politica,06/02/2017 19h19 ,1019,870,355,0,12,138,10,240,55,38,16,3,1,68,3.17021,4310,18.5106,4.95402,0.0,0.246032,0.408046,2248
"Ruth Manus, O Estado de S. Paulo ","http://cultura.estadao.com.br/noticias/geral,apesar-das-feridas-dores-e-hematomas-minha-filha-estava-viva,70002218326",politica,08 de março de 2018 ,1372,1196,553,0,0,266,7,234,41,95,25,59,1,189,1.67619,5355,11.3905,4.47742,0.0,0.272,0.462375,2249
"Por Murillo Velasco, G1 GO ",https://g1.globo.com/goias/noticia/familia-de-kaka-faz-campanha-para-juntar-dinheiro-de-passagens-para-os-eua-e-hospedagem-durante-tratamento.ghtml,politica,16/10/2017 13h32 ,1113,958,424,None,7,175,5,237,28,63,20,10,5,87,3.03922,4370,18.7843,4.56159,0.00104384,0.220874,0.442589,2250
"Por Vitor Santana, G1 GO ",https://g1.globo.com/goias/noticia/mp-diz-que-ha-fortes-indicios-de-que-mae-mandou-padrasto-matar-menino-achado-em-matagal-em-goiania.ghtml,politica,09/10/2017 17h56 ,838,721,333,None,1,148,2,179,22,43,24,0,0,38,2.6,3407,16.0222,4.72538,0.00138696,0.198777,0.461859,2251
"Amanda Pupo, Rafael Moraes Moura e Fábio SerapiãoBRASÍLIA ",http://politica.estadao.com.br/blogs/fausto-macedo/procuradoria-ve-risco-concreto-de-fuga-de-lula/,politica,25 de janeiro de 2018 ,866,769,378,None,15,111,2,208,40,27,20,0,1,39,3.12903,3676,24.8065,4.78023,0.00130039,0.210031,0.491547,2252
Por Deutsche Welle ,https://g1.globo.com/mundo/noticia/escandalo-abala-confianca-no-exercito-alemao.ghtml,sociedade_cotidiano,12/05/2017 06h41 ,645,573,303,0,2,78,4,174,34,27,11,0,0,19,2.25,2881,17.9062,5.02792,0.0,0.242063,0.528796,2253
"Por Alessandra Modzeleski, G1, Brasília ",https://g1.globo.com/politica/noticia/psdb-volta-a-discutir-situacao-de-aecio-mas-termina-encontro-sem-definicao.ghtml,politica,24/10/2017 16h23 ,525,443,225,0,7,67,3,145,17,16,16,0,1,14,3.90476,2176,21.0952,4.91196,0.0,0.15566,0.507901,2254
Por G1 Santos ,https://g1.globo.com/sp/santos-regiao/noticia/cao-acha-drogas-dentro-de-fogao-durante-megaoperacao-contra-o-trafico-em-sp.ghtml,sociedade_cotidiano,07/03/2018 15h33 ,608,528,283,None,3,65,2,157,16,14,10,0,0,16,3.47826,2529,22.9565,4.78977,0.0,0.135135,0.535985,2255
Por Jornal da EPTV 1ª Edição ,https://g1.globo.com/sp/sao-carlos-regiao/noticia/determinacao-de-diminuicao-de-vazao-da-represa-de-caconde-ainda-nao-foi-cumprida.ghtml,politica,13/03/2018 16h28 ,913,795,376,None,13,129,7,217,43,39,21,0,3,36,2.80952,3666,18.9286,4.61132,0.00377358,0.236994,0.472956,2256
"Por Luísa Melo, G1 ",https://g1.globo.com/economia/noticia/reforma-da-previdencia-deve-ser-votada-na-segunda-quinzena-de-novembro-diz-meirelles.ghtml,politica,24/10/2017 14h29 ,787,701,342,None,1,143,7,184,30,33,36,0,2,41,2.32432,3407,18.9459,4.8602,0.0,0.192661,0.487874,2257
Por G1 ,https://g1.globo.com/economia/tecnologia/noticia/mark-zuckerberg-diz-que-esta-disposto-a-testemunhar-no-congresso-sobre-caso-cambridge-analytica.ghtml,sociedade_cotidiano,21/03/2018 22h27 ,813,723,322,0,9,168,9,177,33,25,21,1,0,56,2.72727,3631,21.9091,5.02213,0.00138313,0.168116,0.445367,2258
Por BBC ,https://g1.globo.com/economia/noticia/os-negocios-por-tras-do-wellness-a-nova-moda-que-agita-o-mercado-da-alimentacao.ghtml,politica,01/03/2018 14h50 ,976,842,401,None,2,148,6,223,52,48,17,6,0,84,3.52632,3887,22.1579,4.61639,0.023753,0.269542,0.476247,2259
Por BBC ,https://g1.globo.com/bemestar/noticia/cheguei-na-escola-e-ele-estava-todo-roxo-o-drama-de-maes-de-criancas-com-alergias-alimentares-graves-no-brasil.ghtml,politica,10/11/2017 20h21 ,2153,1786,805,None,6,330,15,506,114,121,38,8,0,88,2.7594,8762,13.4286,4.90594,0.00111982,0.2811,0.450728,2260
Por G1 MS ,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/familia-consegue-comprar-protese-para-crianca-de-campo-grande-que-nasceu-com-problema-em-perna.ghtml,politica,04/12/2017 18h13 ,428,385,216,None,1,75,1,98,11,20,15,0,0,29,2.04762,1766,18.3333,4.58701,0.0025974,0.179191,0.561039,2261
"Por Mateus Rodrigues, G1 DF ",https://g1.globo.com/df/distrito-federal/noticia/tombamento-nao-e-desculpa-diz-iphan-sobre-queda-de-viaduto-no-df-leia-entrevista.ghtml,politica,11/02/2018 07h00 ,2832,2361,903,0,23,410,22,651,146,169,53,1,9,162,3.0,11219,15.0382,4.7518,0.000423549,0.29689,0.382465,2262
"Por Filipe Matoso, G1, Brasília ",https://g1.globo.com/politica/noticia/presidente-do-pt-diz-que-julgamento-do-recurso-de-lula-teve-votos-combinados-e-foi-uma-farsa-judicial.ghtml,politica,24/01/2018 19h52 ,677,614,304,None,8,83,3,183,36,22,12,0,1,22,2.42308,2963,23.6154,4.82573,0.0,0.218045,0.495114,2263
"Por Gustavo Garcia, G1, Brasília ",https://g1.globo.com/politica/noticia/bancada-do-pmdb-define-eunicio-para-presidencia-do-senado-e-renan-na-lideranca-do-partido.ghtml,politica,31/01/2017 14h00 ,776,653,296,None,20,94,4,212,22,35,13,0,1,29,3.23684,3115,17.1842,4.77029,0.00459418,0.186275,0.453292,2264
