indice,number of tokens,number of words without punctuation,number of types,number of words in upper case,number of verbs,number of subjuntive and imperative verbs,number of nouns,number of adjectives,number of adverbs,number of modal verbs,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,pausality,number of chracteres,average sentence length,average word length,percentage of news with speeling errors,document_score,document_magnitude,EVENT,LOCATION,ORGANIZATION,PERSON,classification
406,920,804,405,1,130,8,227,53,32,18,1,0,44,3.0526299999999997,4046,21.1579,5.0323400000000005,0.0,0.0,7.699999809265138,0.00555159737000634,0.004395067415316589,0.004578632942866534,0.0048948945154228965,TRUE
407,1575,1401,595,22,212,12,366,101,48,28,2,0,70,2.8524599999999998,6944,22.9672,4.95646,0.0,0.10000000149011612,14.100000381469727,0.0018371252067895093,0.004371995282285338,0.0022289745303658913,0.002416002876998391,TRUE
408,2510,2173,902,10,339,10,609,120,110,47,2,2,188,3.4387800000000004,10471,22.1735,4.8186800000000005,0.00230097,0.0,23.899999618530273,0.001708133565604358,0.001824936572590779,0.001367804601128834,0.0019282155362210078,TRUE
409,1072,954,374,12,100,3,319,32,28,16,0,0,20,2.62222,4484,21.2,4.70021,0.0,0.0,7.800000190734862,0.003204720268129475,0.0034788174089044337,0.003501563045360586,0.003677421650710575,TRUE
410,1123,1020,432,11,111,2,329,25,20,28,0,0,24,2.19149,4681,21.7021,4.58922,0.000980392,0.0,6.0,0.004209580386222731,0.004934250713429517,0.003735007635051651,0.003462770441356191,TRUE
411,993,874,423,13,133,3,239,44,44,13,2,0,47,2.9024400000000004,4298,21.3171,4.917619999999999,0.00114416,0.0,6.800000190734862,0.0023493611003720647,0.0031995620443730764,0.002279166741153369,0.0066941749814542996,TRUE
412,2058,1791,741,7,297,17,490,78,82,51,0,0,122,3.4675300000000004,9141,23.2597,5.10385,0.0005583469999999999,0.10000000149011612,20.100000381469727,0.0026252674207067755,0.002907948665476093,0.002836866838125778,0.0017596169899508067,TRUE
413,1394,1196,584,3,223,6,283,44,72,17,19,0,136,2.5063299999999997,5384,15.1392,4.50167,0.0,0.20000000298023224,26.5,0.003888220631606167,0.003964532724101887,0.0013271302450448275,0.0056077236962585675,TRUE
414,2134,1866,818,11,297,15,502,129,105,28,0,1,151,2.79167,9075,19.4375,4.86334,0.00267953,0.0,27.10000038146973,0.0026105062673142288,0.0017458351136630645,0.002065170625708281,0.0022704452544880602,TRUE
415,1577,1315,668,7,219,5,407,81,48,15,5,0,75,2.3818200000000003,6066,11.9545,4.61293,0.00228137,0.10000000149011612,25.899999618530273,0.002548006414806216,0.0029070995479575073,0.0022927326287820256,0.0022918935310479037,TRUE
416,626,551,281,1,60,0,182,21,13,8,0,0,8,2.67857,2712,19.6786,4.9219599999999994,0.0,0.0,4.199999809265137,0.005791014781044353,0.008093667907062275,0.00410528491752652,0.006424542089613776,TRUE
417,2255,2015,828,17,324,10,564,97,87,45,7,0,125,3.03797,9641,25.5063,4.784619999999999,0.0044665,0.0,22.60000038146973,0.001329877252558347,0.0018333629855225163,0.0014899659502091555,0.002533904716515416,TRUE
418,885,749,391,2,154,6,207,38,42,21,0,3,54,3.2381,3663,17.8333,4.8905199999999995,0.0253672,0.20000000298023224,10.399999618530273,0.009763184977187351,0.00343322752536658,0.005608249598970779,0.002814008934924809,TRUE
419,878,772,377,10,120,5,214,48,36,19,0,1,29,3.11765,3852,22.7059,4.9896400000000005,0.00259067,0.0,5.599999904632568,0.005203221645206213,0.0061070241658440355,0.006464570951980671,0.0039944321770841885,TRUE
420,714,610,297,18,94,3,191,24,20,14,0,0,30,3.85185,2909,22.5926,4.76885,0.00327869,0.0,4.199999809265137,0.004855086587162482,0.002023071787940959,0.006709320722923924,0.006185752207077005,TRUE
421,2085,1845,765,13,336,12,473,108,117,42,1,3,198,2.06897,9114,15.9052,4.93984,0.00487805,0.0,32.799999237060554,0.0016646115618641488,0.002406481396809051,0.0023819121829647986,0.002014242292228496,TRUE
422,876,790,326,2,104,4,200,39,27,15,0,0,47,1.6862700000000002,3502,15.4902,4.43291,0.00126582,0.10000000149011612,6.4000000953674325,0.003848266329926749,0.0036109096952714023,0.0058698413777165115,0.006245675373065751,TRUE
423,4890,4270,1610,30,664,22,1200,168,157,91,7,0,181,2.8571400000000002,20073,19.6774,4.70094,0.000936768,0.0,42.79999923706055,0.000918282769019658,0.0011873244743982102,0.0011015041839397912,0.0008251665048264262,TRUE
424,1659,1431,642,7,271,6,406,54,68,31,7,0,102,2.4782599999999997,7218,15.5543,5.04402,0.00139762,0.0,16.399999618530273,0.0034513625379124853,0.001639653171878308,0.002334601750286917,0.0027027378075856817,TRUE
425,747,666,372,13,90,2,196,42,24,10,0,0,23,1.7234,3131,14.1702,4.7012,0.0015015,0.20000000298023224,12.100000381469727,0.0043709892313927405,0.005575737275648862,0.006323506675758644,0.005633417691569775,TRUE
426,459,394,232,2,53,1,124,30,5,6,0,0,18,2.70833,2061,16.4167,5.23096,0.00253807,0.0,2.299999952316284,0.012580246711149812,0.009445803508592341,0.007585025113075972,0.008915822413241998,TRUE
427,5626,4877,1145,106,672,20,1468,151,167,106,0,0,220,3.3891400000000003,24083,22.0679,4.93808,0.000615132,0.0,47.70000076293945,0.0005870844387009027,0.0009065021868553703,0.0009764048439177241,0.000567118099882334,TRUE
428,678,615,312,7,111,7,167,26,31,19,0,0,46,3.0,3063,29.2857,4.9804900000000005,0.0,0.0,4.300000190734863,0.0071495701059965154,0.0053446642546491185,0.007501756306737661,0.007257503156057175,TRUE
429,570,483,279,4,87,1,123,29,28,7,10,6,41,2.9,2322,16.1,4.80745,0.00207039,-0.10000000149011612,8.300000190734862,0.009684558735107596,0.007377820962574333,0.00911752885969525,0.009529955966475729,TRUE
430,461,413,248,7,72,0,116,28,14,10,0,0,22,2.28571,2008,19.6667,4.8619900000000005,0.00242131,-0.10000000149011612,4.599999904632568,0.014363566209794953,0.010387609635169309,0.008516980800777674,0.012381517910398545,TRUE
431,764,647,342,7,121,6,176,30,38,17,5,5,43,2.78571,3203,15.4048,4.95054,0.0,0.0,8.699999809265138,0.00623088912858117,0.0044343846073995035,0.004684858664404601,0.0064014125666467525,TRUE
432,1716,1500,709,3,271,16,372,92,82,34,6,1,142,2.88,7097,20.0,4.731330000000001,0.00533333,0.10000000149011612,17.600000381469727,0.0021294100809393928,0.0036158868215150314,0.0024347482365556067,0.003538781909889582,TRUE
433,2013,1774,743,3,397,12,409,86,113,40,18,5,189,1.8384599999999998,8063,13.6462,4.5451,0.0011274000000000002,0.10000000149011612,40.900001525878906,0.0023596663467793,0.0035639758959102132,0.00292346955240263,0.002582926212773217,TRUE
434,828,723,343,8,91,5,218,30,16,14,2,0,37,3.75,3591,25.8214,4.9668,0.00138313,0.0,4.300000190734863,0.0031968898356667373,0.004305394998352442,0.005340586398041954,0.005281215441360508,TRUE
435,1332,1138,498,12,226,5,302,52,69,38,9,0,92,2.0421099999999996,5274,11.9789,4.63445,0.000878735,0.10000000149011612,26.5,0.00201364290114725,0.002994033561732907,0.004129056960571175,0.004727472847194544,TRUE
436,1252,1083,510,6,152,5,294,71,42,16,2,2,79,3.07273,5253,19.6909,4.85042,0.00184672,0.10000000149011612,13.399999618530273,0.003735147472921639,0.003665299406275153,0.0015716400562918614,0.004256435214612586,TRUE
437,2961,2587,1056,4,520,11,654,129,156,53,26,3,238,1.8888900000000002,12672,13.0657,4.89834,0.00889061,0.0,54.5,0.001104641381451594,0.0020358157949997304,0.0018611355846973527,0.0015857845498248935,TRUE
438,2203,1957,693,18,465,21,423,102,165,84,23,11,228,2.23636,9169,17.7909,4.685230000000001,0.0,0.0,33.59999847412109,0.0020205508307775573,0.0029238984914792877,0.004572305158113263,0.0027013179949588245,TRUE
439,1005,885,505,12,124,4,263,38,33,17,0,0,37,2.30769,4227,17.0192,4.776269999999999,0.00112994,0.0,10.5,0.004646335182209999,0.002709535974206339,0.004327197140082717,0.0043287370124385815,TRUE
440,682,595,315,3,81,0,180,25,11,10,0,0,26,3.78261,2812,25.8696,4.72605,0.00168067,0.0,5.099999904632568,0.007438447545556461,0.004612452787114307,0.005039079347625375,0.007727068697297294,TRUE
441,5107,4382,1403,17,655,11,1266,210,201,99,7,2,219,3.4360199999999996,21927,20.7678,5.0038800000000005,0.00114103,0.0,42.5,0.0007424971124267327,0.0008950283188217631,0.0015181813728761561,0.0007716231879222631,TRUE
442,2456,2093,901,9,284,12,581,151,126,35,0,1,138,3.7040800000000003,10237,21.3571,4.89107,0.0028667,0.10000000149011612,23.20000076293945,0.001484528322841718,0.001797369689748232,0.001954174671684289,0.0020056047026321467,TRUE
443,1099,940,449,4,128,7,293,51,38,17,1,3,47,3.3829800000000003,4672,20.0,4.97021,0.00106383,0.0,9.0,0.003166785801742942,0.0032533666201154977,0.0033060481298654797,0.005494124888043318,TRUE
444,932,822,426,9,116,6,233,79,37,22,0,0,48,3.66667,4173,27.4,5.07664,0.00243309,0.0,8.0,0.004873342064092867,0.0046363265750728345,0.006279285438358784,0.004388007089599139,TRUE
445,2981,2577,1031,3,471,7,655,156,165,77,0,1,216,3.13178,12033,19.9767,4.66938,0.00271634,0.0,27.0,0.00161274589368372,0.0018345044316867226,0.0011267901197331207,0.0017465235212252342,TRUE
446,2012,1720,807,4,274,8,433,93,108,41,2,0,150,3.5609800000000003,8486,20.9756,4.93372,0.0,0.10000000149011612,16.799999237060547,0.0019338960547054954,0.003545889627385997,0.0018319715926391554,0.002745794333906761,TRUE
447,996,856,393,1,191,11,156,33,74,28,4,1,142,2.0289900000000003,3739,12.4058,4.36799,0.0,0.0,25.5,0.008606692271617552,0.0044125614028113595,0.006182462044913943,0.008013638379634359,TRUE
448,1564,1339,573,6,243,27,374,40,61,45,0,2,71,3.75,6695,22.3167,5.0,0.0,0.0,12.300000190734865,0.0031756382140210237,0.0013538875089793962,0.002498651908050912,0.003256545784910593,TRUE
449,1394,1249,548,5,157,11,347,100,59,23,0,0,63,3.29545,6414,28.3864,5.13531,0.00240192,0.0,7.300000190734862,0.002328875424185147,0.002863913141967108,0.0022465007919394834,0.002168969442255986,TRUE
450,1175,1058,465,8,155,6,296,61,45,17,0,0,45,2.25,5376,20.3462,5.08129,0.00189036,0.10000000149011612,9.399999618530273,0.003208221968310743,0.0075865963590331376,0.004302814743079414,0.00343193456905687,TRUE
451,1101,969,433,14,145,4,276,42,34,28,0,1,49,3.3,4621,24.225,4.76883,0.00206398,0.0,6.300000190734862,0.003321021346949992,0.001760721133905463,0.0031232260553224482,0.00508635710495725,TRUE
452,2224,1964,833,10,264,7,576,102,75,38,0,0,100,3.56164,9768,26.9041,4.97352,0.00254582,0.0,13.699999809265135,0.0018578190029449953,0.001146626949775964,0.0018212699630696856,0.001838428756772456,TRUE
453,2247,1913,849,19,287,11,547,126,98,29,1,4,106,3.37374,9323,19.3232,4.8735,0.00731835,0.0,24.20000076293945,0.00180196299169318,0.0009502909272365893,0.0015013570516285572,0.0025615291621903413,TRUE
454,1176,1043,470,15,138,11,298,52,36,32,0,0,22,3.325,5141,26.075,4.92905,0.000958773,0.0,5.199999809265137,0.003457813450094203,0.0033873158369075373,0.002714017235640703,0.005025167968504282,TRUE
455,1604,1419,762,5,213,13,367,93,95,28,0,2,108,4.02174,6741,30.8478,4.75053,0.00563777,0.0,14.300000190734865,0.0025891599070746447,0.0030698681483045218,0.002483052754541859,0.0030380325260921377,TRUE
456,813,725,351,3,102,4,194,60,39,15,0,0,51,2.44444,3493,20.1389,4.8179300000000005,0.0,0.0,4.099999904632568,0.007681796995875162,0.003211223551382621,0.00516077945044694,0.002534449387055177,TRUE
457,2000,1691,708,0,311,4,409,107,134,27,9,3,163,4.175680000000001,8200,22.8514,4.8492,0.0017741,0.20000000298023224,19.600000381469727,0.0018927575884542121,0.0016652710725214672,0.000986147252842784,0.001990500621853725,TRUE
458,888,751,362,6,131,6,212,31,33,31,2,1,29,3.60526,3499,19.7632,4.65912,0.00133156,0.0,6.5,0.006004365011904156,0.009051311993971469,0.0055027982937948154,0.005456486387023081,TRUE
459,928,779,390,0,147,10,210,35,46,24,0,2,57,3.82051,3957,19.9744,5.0795900000000005,0.0,-0.10000000149011612,7.800000190734862,0.006306965810221595,0.005872711958363652,0.006436427800162207,0.005361422788701021,TRUE
460,1053,912,534,1,128,6,251,81,45,8,1,0,58,4.14706,4719,26.8235,5.17434,0.015350899999999999,0.0,8.399999618530272,0.0026451656740391627,0.003348293015733361,0.0024466444134574245,0.0050171441107522705,TRUE
461,1176,1056,493,1,195,9,241,66,82,29,1,0,109,2.4,5341,21.12,5.05777,0.00189394,0.10000000149011612,12.600000381469727,0.004766454928201334,0.002137557060147325,0.003073340142145753,0.004825941318730739,TRUE
462,1788,1503,591,3,321,10,363,39,87,43,18,2,153,2.85,6740,15.03,4.48436,0.00199601,0.0,22.100000381469727,0.0037760708248242734,0.003170477474228509,0.0018296797711895233,0.003627656296076667,TRUE
463,822,722,439,7,106,4,203,42,27,15,0,0,32,2.43902,3471,17.6098,4.80748,0.00415512,0.10000000149011612,9.600000381469727,0.004557851529507725,0.003822151988156532,0.006039048813713284,0.005219026089079031,TRUE
464,753,663,395,17,106,6,210,14,27,13,0,0,32,2.0,3086,14.7333,4.6546,0.0120664,0.0,12.300000190734865,0.004552736391567371,0.0037129273172467952,0.0032873393502086397,0.005953207819759115,TRUE
465,1480,1316,457,25,186,1,363,65,51,40,0,0,38,2.34286,6020,18.8,4.57447,0.0,0.0,11.0,0.0031490120365899998,0.0021224527154117823,0.0030857749161836896,0.0028024950521424986,TRUE
466,3753,3313,1264,34,489,35,943,244,189,61,3,0,211,2.8571400000000002,16432,21.513,4.95986,0.00573498,0.20000000298023224,48.29999923706055,0.0009152387115136662,0.0010029073210898788,0.0011359434476403026,0.0009948330349558358,TRUE
467,1026,909,435,4,104,5,243,78,40,12,0,1,41,3.25,4383,25.25,4.82178,0.00330033,0.0,5.300000190734863,0.004894160275580361,0.003450941193200972,0.005390357999952839,0.0038630412018392244,TRUE
468,8279,7348,2805,157,1148,64,1936,452,474,157,19,15,602,2.07812,36369,16.4018,4.94951,0.022319,0.0,100.0999984741211,0.0004558077803134773,0.0005252972642307269,0.000537535693495616,0.0005552649237521257,TRUE
469,1862,1637,698,9,225,10,448,113,91,27,1,0,123,3.1690099999999997,8000,23.0563,4.88699,0.000610874,0.0,16.100000381469727,0.0015927877408103085,0.002928936949968841,0.0019148242038985093,0.003237469985350212,TRUE
470,866,763,382,13,115,8,236,36,21,18,0,1,46,2.94286,3889,21.8,5.09699,0.00131062,0.0,7.5999999046325675,0.005973847857343831,0.00484760005492717,0.004052644939899134,0.004763455056077378,TRUE
471,748,668,344,10,98,3,190,29,33,10,1,0,36,2.0,3073,16.7,4.6003,0.0,0.30000001192092896,14.699999809265135,0.004674655815156607,0.0111911563295871,0.005816621720441617,0.004348394319253122,TRUE
472,1610,1397,584,0,271,4,332,53,94,26,21,0,143,2.47674,6401,16.2442,4.58196,0.00286328,0.20000000298023224,32.900001525878906,0.002778189337073729,0.004829688978605661,0.003495838560271435,0.002703890213384651,TRUE
473,1350,1187,564,0,189,14,316,80,73,21,4,0,96,2.32857,5753,16.9571,4.84667,0.00084246,0.0,21.200000762939453,0.002833396377115461,0.004171977091270189,0.002400233452631669,0.0034267488649235137,TRUE
474,1202,1059,510,6,162,6,308,37,40,18,5,0,68,3.25,4964,24.0682,4.6874400000000005,0.00377715,0.0,11.300000190734865,0.0038729478796345313,0.0015221460489556193,0.003652407451429301,0.0034178599464492155,TRUE
475,540,434,218,1,98,0,94,22,38,15,3,0,39,3.41935,2054,14.0,4.73272,0.0,-0.10000000149011612,7.800000190734862,0.016940254873285692,0.0067239783238619575,0.015051064197905362,0.013869493351584036,TRUE
476,1129,1001,528,4,151,8,294,60,47,21,1,0,59,2.66667,4993,20.8542,4.98801,0.00799201,0.20000000298023224,13.5,0.0021886290633119643,0.004106992957158349,0.003808479329260687,0.0038134675224959533,TRUE
477,1890,1689,824,20,253,6,493,71,77,31,0,0,102,2.4216900000000003,7948,20.3494,4.7057400000000005,0.00414446,0.0,22.399999618530273,0.0017237492097672402,0.001059380608300368,0.0031566472052661485,0.002882840879330481,TRUE
478,718,622,330,5,94,1,171,30,28,16,2,0,35,2.59459,2991,16.8108,4.808680000000001,0.00160772,0.0,6.699999809265138,0.005673851049505174,0.0041328078262846575,0.007175793405622244,0.007011727026036503,TRUE
479,1016,899,404,17,115,5,261,78,26,19,0,0,29,3.0,4362,23.0513,4.85206,0.00222469,0.0,6.5,0.004673638967452226,0.0051178640486406425,0.006010187593346927,0.003415831703354012,TRUE
480,1517,1334,698,2,191,10,336,126,85,25,6,0,116,3.5882400000000003,6729,26.1569,5.044230000000001,0.00524738,0.0,15.300000190734865,0.0026490282034501433,0.00415545426949393,0.0028672869627674423,0.002685717068839279,TRUE
481,518,469,252,1,99,4,115,16,26,12,3,1,39,1.53125,2138,14.6562,4.5586400000000005,0.0,0.0,6.300000190734862,0.007286329417385989,0.007850401851880764,0.009973793895915151,0.008919522092169658,TRUE
482,1738,1550,756,25,242,6,433,92,82,24,1,0,65,3.24138,7367,26.7241,4.7529,0.00387097,0.0,13.5,0.002056696255872879,0.002742543316783448,0.0025150571800103146,0.0020243722642473397,TRUE
483,1235,1074,516,1,170,7,286,70,63,20,0,8,105,3.57778,5453,23.8667,5.07728,0.00372439,0.10000000149011612,10.399999618530273,0.003145327349193394,0.003873954399023205,0.005599751334456313,0.003582526599308728,TRUE
484,978,853,406,7,185,9,203,31,52,39,4,2,74,2.5510200000000003,3748,17.4082,4.3939,0.00117233,0.0,10.899999618530273,0.006604068415561834,0.005549138568787147,0.0038893692499886337,0.005437647534338872,TRUE
485,1436,1214,595,1,220,9,277,59,100,17,26,1,135,2.74074,5597,14.9877,4.61038,0.00741351,0.10000000149011612,20.200000762939453,0.0027044759393020567,0.001912914399456765,0.008833723521092907,0.003974495433235111,TRUE
486,981,862,410,3,169,3,213,33,70,24,10,0,65,2.76744,3941,20.0465,4.57193,0.0,0.30000001192092896,17.100000381469727,0.005939623411825817,0.005312223403182413,0.004335962391148011,0.0037069527762617132,TRUE
487,1167,1026,536,10,133,6,302,81,43,19,0,0,57,2.5636400000000004,5108,18.6545,4.97856,0.0136452,0.10000000149011612,14.5,0.003551939221355936,0.004769922903506085,0.002778501431457698,0.0026837145680850692,TRUE
488,1446,1258,545,21,164,3,378,49,63,25,0,1,55,2.76471,6134,18.5,4.87599,0.0007949130000000001,0.0,12.300000190734865,0.003282179888761179,0.0023926466706648674,0.002890327906546493,0.0034724316057307943,TRUE
489,1757,1565,669,4,290,3,376,71,83,37,12,4,194,2.13333,7373,17.3889,4.711180000000001,0.000638978,0.0,23.20000076293945,0.0016464124113554136,0.003743364724948112,0.002466062621867939,0.002829073538379863,TRUE
490,739,654,404,5,84,5,202,35,24,11,0,1,33,2.2973,3102,17.6757,4.743119999999999,0.00458716,0.0,8.5,0.0049679793883115045,0.004198730351742019,0.005299133317106787,0.0057236658564458285,TRUE
491,1302,1150,611,4,204,10,300,70,65,29,0,0,84,2.08219,5719,15.7534,4.97304,0.00695652,0.0,18.899999618530273,0.004853500570687983,0.0020395846325246725,0.0030076540563078154,0.002331631681458517,TRUE
492,2899,2514,1003,26,436,5,690,112,148,36,30,2,222,3.40708,11938,22.2478,4.74861,0.00198886,0.0,24.60000038146973,0.0015813973292097216,0.0019687354563712525,0.0017458940794887509,0.001430270872445624,TRUE
493,3016,2726,1062,10,435,24,721,167,171,66,7,6,203,2.95918,13481,27.8163,4.94534,0.00220103,0.0,28.10000038146973,0.0014416421659817818,0.0015482262837315868,0.0023744226814920288,0.0015212954876723847,TRUE
494,1531,1313,603,11,218,9,371,73,76,25,10,1,85,2.94595,6306,17.7432,4.80274,0.00228484,0.10000000149011612,22.79999923706055,0.0021339617044388967,0.0024601399099679084,0.004105305669063162,0.0033996195942606953,TRUE
495,1156,1004,503,7,143,6,280,56,42,11,1,0,45,3.10204,4573,20.4898,4.55478,0.00298805,0.30000001192092896,20.5,0.002924659780388617,0.004199996889968004,0.006353797084143894,0.0032996013289951576,TRUE
496,1586,1379,561,10,218,8,392,50,52,38,0,0,52,3.0,6615,19.9855,4.79695,0.00145033,0.0,9.899999618530273,0.003433531436124159,0.002206288868910633,0.0017115327875791607,0.002880398841419568,TRUE
497,854,754,354,3,141,1,208,20,44,23,0,0,49,1.78571,3572,13.4643,4.7374,0.00132626,0.0,9.899999618530273,0.0042410019144881505,0.004789277985268695,0.0056263048318214715,0.005977340167472985,TRUE
498,2131,1829,785,7,252,9,489,121,103,39,4,7,144,2.7963,9158,16.9352,5.00711,0.00164024,0.0,19.100000381469727,0.002245046618533717,0.002094158834855383,0.001546732578015722,0.0027970658775302577,TRUE
499,3500,3018,1413,8,512,24,750,264,206,61,3,10,269,3.2789099999999998,15611,20.5306,5.172630000000001,0.00298211,0.10000000149011612,39.400001525878906,0.0010993877442850696,0.00121888113364282,0.001047536155405956,0.0015913928651824856,TRUE
500,756,677,408,6,103,3,201,38,14,12,0,0,25,1.7555599999999998,3197,15.0444,4.7223,0.0014770999999999999,0.10000000149011612,9.300000190734863,0.005874356692374657,0.0043254638305650316,0.00463384116643711,0.005907719081733376,TRUE
